id,price,price_m,area,room,year,loc,url,offer,seller,addons,market,floor,floor_count
ID4akUL,659000,6590,100.0,3,1930,"Wrocław, Śródmieście, Ołbin, Bolesława Prusa",https://www.otodom.pl/pl/oferta/ID4akUL,Piękne mieszkanie w kamienicy-Wrocław Śródmieście,Wroclove Property,piwnica:garaż/miejsce parkingowe,0,4,4
ID4aV5L,467200,8485,55.06,3,2010,"Wrocław, Krzyki, Brochów",https://www.otodom.pl/pl/oferta/ID4aV5L,"Mieszkanie 3 Pok. Duży Taras, Brochów",AGATA MROŻEK,taras,0,0,2
ID4aY8x,549000,8770,62.6,3,1982,"Wrocław, Fabryczna, Gądów Mały",https://www.otodom.pl/pl/oferta/ID4aY8x,** Gądów Mały # 3 Pokoje 62m2 po remoncie Rozkład,STREFA NIERUCHOMOŚCI,balkon:piwnica:garaż/miejsce parkingowe,0,8,10
ID4aWA5,490000,11951,41.0,2,2000,"Wrocław, Śródmieście, ul. Więzienna",https://www.otodom.pl/pl/oferta/ID4aWA5,"Spokojne mieszkanie przy Rynku, ul. Więzienna",Oferta prywatna,telewizja kablowa:internet:drzwi / okna antywłamaniowe:domofon / wideofon:monitoring / ochrona:zmywarka:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:garaż/miejsce parkingowe:winda,0,2,5
ID4aY7A,352000,9514,37.0,3,0,"Wrocław, Krzyki, Jagodno, Igora Strawińskiego",https://www.otodom.pl/pl/oferta/ID4aY7A,salon kosmetyczny na sprzedaż/Jagodno,Property Team,lodówka:meble:garaż/miejsce parkingowe:ogródek,0,parter,3
ID4aY7q,349000,6790,51.4,2,1981,"Wrocław, Fabryczna",https://www.otodom.pl/pl/oferta/ID4aY7q,"Pilczyce, rozkładowe, blisko przystanku",jarmoluk nieruchomości,balkon:winda:oddzielna kuchnia,0,6,10
ID48pvH,350000,7955,44.0,1,1900,"Wrocław, Stare Miasto, Tęczowa",https://www.otodom.pl/pl/oferta/ID48pvH,Kawalerka z oddzielną kuchnią blisko centrum,Wro Nieruchomości,piwnica:oddzielna kuchnia:pom. użytkowe,0,3,4
ID48i8o,565000,9410,60.04,3,2008,"Wrocław, Fabryczna, Muchobór Wielki, ul. Karpacka",https://www.otodom.pl/pl/oferta/ID48i8o,Mieszkanie 3-pokojowe plus garaż oraz miejsce post,Oferta prywatna,telewizja kablowa:internet:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:rolety antywłamaniowe:zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:klimatyzacja:balkon:garaż/miejsce parkingowe:dwupoziomowe,0,2,2
ID4aY6Y,379000,8814,43.0,2,1994,"Wrocław, Śródmieście, Trzebnicka 34-36",https://www.otodom.pl/pl/oferta/ID4aY6Y,Mieszkanie dwupokojowe po remoncie na Trzebnickiej,Oferta prywatna,zmywarka:lodówka:meble:piekarnik:kuchenka:pralka,0,5,6
ID4az21,460000,9388,49.0,2,2019,"Wrocław, Krzyki, Księże Wielkie",https://www.otodom.pl/pl/oferta/ID4az21,"Nowe, wykończone, wysoki standard, bez PCC",Oferta prywatna,drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:monitoring / ochrona:zmywarka:meble:piekarnik:kuchenka:balkon:garaż/miejsce parkingowe,0,1,3
ID4a3aN,499000,8073,61.81,3,2014,"Wrocław, Krzyki, Semaforowa",https://www.otodom.pl/pl/oferta/ID4a3aN,Przestronne 3 pok. / 2 poz / Mp w garażu / kom lok,Hawin Nieruchomości,telewizja kablowa:internet:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:zmywarka:lodówka:piekarnik:kuchenka:pralka:balkon:garaż/miejsce parkingowe:dwupoziomowe:pom. użytkowe,0,2,2
ID4aY6z,359000,9703,37.0,2,0,"Wrocław, Stare Miasto, Szpitalna 6",https://www.otodom.pl/pl/oferta/ID4aY6z,Mieszkanie dwupokojowe po remoncie na Szpitalnej,Oferta prywatna,zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:piwnica:winda:oddzielna kuchnia,0,4,10
ID4a4yw,420000,7235,58.05,2,1915,"Wrocław, Śródmieście, Plac Powstańców Wielkopolskich 1",https://www.otodom.pl/pl/oferta/ID4a4yw,OKAZJA!! Dwie kawalerki !$$$ Idealne dla Inwestora,Oferta prywatna,internet:drzwi / okna antywłamaniowe:domofon / wideofon:monitoring / ochrona:piekarnik:kuchenka:klimatyzacja:piwnica:oddzielna kuchnia,0,3,4
ID4awF6,499000,10820,46.12,3,1900,"Wrocław, Stare Miasto, Podwale",https://www.otodom.pl/pl/oferta/ID4awF6,Mieszkania 2w1-Dla Inwestora-wysoka stopa zwrotu!,ag nieruchomości,,0,parter,4
ID4aY6m,499000,10977,45.46,2,2019,"Wrocław, Fabryczna",https://www.otodom.pl/pl/oferta/ID4aY6m,** Legnicka # Magnolia Park 2019r 2 Pokoje 45m2 #,STREFA NIERUCHOMOŚCI,meble:balkon,0,3,7
ID4aypX,469900,8244,57.0,3,0,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID4aypX,mieszkanie 3 pokoje Wrocław NAJEM ZWROT do 7%/1rok,Oferta prywatna,internet:domofon / wideofon:lodówka:meble:piekarnik:kuchenka:pralka:balkon:piwnica:winda:oddzielna kuchnia,0,7,10
ID4aY4q,495000,7657,64.65,3,2002,"Wrocław, Fabryczna, Leśnica, Dolnobrzeska",https://www.otodom.pl/pl/oferta/ID4aY4q,Leśnica/Pełen Rozkład/Taras/Klimatyzacja/Cisza,SDP,domofon / wideofon:klimatyzacja:piwnica:taras,0,1,4
ID4ayjP,689000,11678,59.0,3,2014,"Wrocław, Psie Pole, Swojczyce, ul. Marca Polo",https://www.otodom.pl/pl/oferta/ID4ayjP,"3 pokoje, Olimpia Port Marca Polo, widok na rzekę",Oferta prywatna,internet:drzwi / okna antywłamaniowe:domofon / wideofon:monitoring / ochrona:zmywarka:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:balkon:garaż/miejsce parkingowe,0,3,4
ID4aAOK,525000,15000,35.0,2,1950,"Wrocław, Stare Miasto, ok. Rynku",https://www.otodom.pl/pl/oferta/ID4aAOK,"Rynek, wysoki standard",SDP,domofon / wideofon:piwnica,0,2,4
ID49qMv,465000,10983,42.34,2,2016,"Wrocław, Fabryczna, Muchobór Wielki, Graniczna",https://www.otodom.pl/pl/oferta/ID49qMv,Luksusowe Mieszkanie Z Ogródkiem!,SDP,internet:domofon / wideofon:meble:ogródek:winda,0,parter,4
ID49ite,326000,9449,34.5,1,2020,"Wrocław, Psie Pole, Lipa Piotrowska",https://www.otodom.pl/pl/oferta/ID49ite,Nowe! Do wprowadzenia/ garaż w cenie,jarmoluk nieruchomości,balkon:winda,0,1,4
ID47CLg,670000,6907,97.0,4,2005,"Wrocław, Fabryczna, Maślice, ul. Królewiecka",https://www.otodom.pl/pl/oferta/ID47CLg,"Komfortowe 4 pokoje, balkon, klimatyzacja, Maślice",Home Partner,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:klimatyzacja:balkon:piwnica:garaż/miejsce parkingowe:ogródek:dwupoziomowe,0,3,4
ID4a6Y6,375000,8027,46.72,2,2020,"Wrocław, Psie Pole, Lipa Piotrowska",https://www.otodom.pl/pl/oferta/ID4a6Y6,"Kminkowa, nowe, garaż w cenie, bez Pcc",jarmoluk nieruchomości,balkon:garaż/miejsce parkingowe:winda,0,1,3
ID4anIO,349000,6790,51.4,2,1981,"Wrocław, Fabryczna",https://www.otodom.pl/pl/oferta/ID4anIO,"Pilczyce, rozkładowe, blisko przystanku",jarmoluk nieruchomości,balkon:winda:oddzielna kuchnia,0,6,10
ID4aqcb,429000,7526,57.0,3,2020,"Wrocław, Psie Pole, Lipa Piotrowska",https://www.otodom.pl/pl/oferta/ID4aqcb,"ul. Kaparowa, Nowe bez Pcc , garaż w cenie",jarmoluk nieruchomości,balkon:garaż/miejsce parkingowe:winda,0,1,4
ID4aOdP,386000,7988,48.32,2,2020,"Wrocław, Psie Pole, Lipa Piotrowska",https://www.otodom.pl/pl/oferta/ID4aOdP,"Nowe, do wprowadzenia, bez Pcc, garaż w cenie",jarmoluk nieruchomości,balkon:garaż/miejsce parkingowe:winda,0,1,2
ID4aPbB,784000,9001,87.1,3,1935,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID4aPbB,Mieszkanie z balkonem I piętro Śródmieście Wrocław,Wroclove Property,,0,1,4
ID4aY2N,455424,6400,71.16,3,1914,"Wrocław, Śródmieście",https://www.otodom.pl/pl/oferta/ID4aY2N,3-Pokojowe Z Balkonem -Wyremontowana Kamienica,Wilsons Nieruchomości,meble:balkon,0,3,4
ID4aY2s,395000,8229,48.0,3,1973,"Wrocław, Krzyki",https://www.otodom.pl/pl/oferta/ID4aY2s,"Mieszkanie 3 Pok, Balkon, Krzyki",AGATA MROŻEK,balkon:piwnica:winda,0,4,10
ID4aL2h,408000,8774,46.5,3,1975,"Wrocław, Fabryczna, Grabiszyn, ul. Żelazna",https://www.otodom.pl/pl/oferta/ID4aL2h,"Sprzedam, mieszkanie w atrakcyjnej lokalizacji",Oferta prywatna,domofon / wideofon:lodówka:meble:piekarnik:kuchenka:pralka:balkon:piwnica:oddzielna kuchnia,0,2,4
ID49QwK,530000,8154,65.0,3,2002,"Wrocław, Fabryczna, Leśnica",https://www.otodom.pl/pl/oferta/ID49QwK,"Mieszkanie 3 pokojowe rozkładowe, osobno kuchnia",Oferta prywatna,telewizja kablowa:internet:telefon:domofon / wideofon:monitoring / ochrona:zmywarka:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:klimatyzacja:balkon:piwnica:oddzielna kuchnia:taras:pom. użytkowe,0,1,4
ID4aY0I,967600,8200,118.0,4,1906,"Wrocław, Śródmieście, Plac Grunwaldzki",https://www.otodom.pl/pl/oferta/ID4aY0I,Wrocławczyka/2 balkony/idealne pod kancelarię!,FOCUS NIERUCHOMOŚCI,internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:balkon:piwnica:oddzielna kuchnia,0,2,4
ID4aY0G,499999,10417,48.0,2,2014,"Wrocław, Psie Pole, Kleczków",https://www.otodom.pl/pl/oferta/ID4aY0G,Słonimskiego/Zakładowa/balkon/miejsce postojowe,FOCUS NIERUCHOMOŚCI,internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:balkon:winda,0,3,3
ID4aY0D,380000,7451,51.0,2,0,"Wrocław, Fabryczna, Kozanów, ul. Dokerska",https://www.otodom.pl/pl/oferta/ID4aY0D,2-pokojowe z osobną kuchnią Negocjuj i kup!,NIERUCHOMOŚCI Gajewska,telewizja kablowa:internet:domofon / wideofon:balkon:piwnica:winda:oddzielna kuchnia,0,7,10
ID4aXZI,280000,9032,31.0,1,1960,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID4aXZI,Kawalerka,Merkury Nieruchomości,meble:piwnica,0,1,4
ID4aXZl,460000,8070,57.0,3,1980,"Wrocław, Krzyki, Gaj, Krynicka",https://www.otodom.pl/pl/oferta/ID4aXZl,W Pełni Rozkładowe / Balkon / Blisko Tramwaj !!!,Marta Popiel,balkon:piwnica:winda,0,9,10
ID4aXZk,783000,8990,87.1,3,0,"Wrocław, Śródmieście, Ukryta",https://www.otodom.pl/pl/oferta/ID4aXZk,~ rozkładowe ~ 1 piętro ~ duży balkon ~ ciche ~,King,domofon / wideofon:balkon:piwnica,0,1,5
ID4aHul,467200,8000,58.4,3,2009,"Wrocław, Krzyki, Brochów, ul. Semaforowa",https://www.otodom.pl/pl/oferta/ID4aHul,"Miesz 3 pok 58,4m2 + tras 50m2 Semaforowa 0% prowi",Oferta prywatna,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:rolety antywłamaniowe:zmywarka:meble:piekarnik:kuchenka:pralka:piwnica:winda:taras,0,parter,2
ID4aRSr,799000,11097,72.0,3,1991,"Wrocław, Śródmieście, Mikołaja Reja",https://www.otodom.pl/pl/oferta/ID4aRSr,Ciche Mieszkanie Przy Grunwaldzie Piwnica 24M2!!,ELADR NIERUCHOMOŚCI,garaż/miejsce parkingowe,0,4,5
ID4aXY2,360000,8451,42.6,2,1900,"Wrocław, Krzyki, Drukarska",https://www.otodom.pl/pl/oferta/ID4aXY2,2 pokoje 43 m2 przy Uniwersytecie Ekonomicznym,Biela Nieruchomości,balkon:piwnica:pom. użytkowe,0,parter,4
ID4a6gF,509000,6363,80.0,3,1935,"Wrocław, Nadodrze, Kleczkowska",https://www.otodom.pl/pl/oferta/ID4a6gF,Przestronne 3 pokoje w kamienicy/piwnica/ Kleczków,Nieruchomości Apartament,,0,3,5
ID47LLT,345000,7340,47.0,2,1930,"Wrocław, Śródmieście, Ołbin, ul. Norberta Barlickiego",https://www.otodom.pl/pl/oferta/ID47LLT,Do remontu!2pokoje/kamienica/balkon/piwnica/strych,Nieruchomości Apartament,domofon / wideofon,0,3,4
ID47LV3,599000,8900,67.3,4,2011,"Wrocław, Fabryczna, Grabiszyn, Racławicka",https://www.otodom.pl/pl/oferta/ID47LV3,Przestronne/2-poziomy przy Parku Grabiszyńskim,Nieruchomości Apartament,teren zamknięty:domofon / wideofon:monitoring / ochrona:meble:dwupoziomowe,0,3,3
ID4aXXx,494592,6899,71.69,4,0,"Wrocław, Psie Pole, Zakrzów",https://www.otodom.pl/pl/oferta/ID4aXXx,Duże przeszklenia/rolety zewn/piękne osiedle,FSK Development,balkon:garaż/miejsce parkingowe:winda,0,4,4
ID4aKAj,299000,9061,33.0,1,2004,"Wrocław, Fabryczna",https://www.otodom.pl/pl/oferta/ID4aKAj,"Ładna kawalerka z balkonem, zielona okolica, 2004r",In,drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:balkon:piwnica,0,2,2
ID49Tyn,665000,9868,67.39,3,2013,"Wrocław, Krzyki, Gaj",https://www.otodom.pl/pl/oferta/ID49Tyn,3 pok. mieszkanie - Gaj !!!,IMODOM Nieruchomości,,0,parter,3
ID49npX,529000,6689,79.09,4,2015,"Wrocław, Psie Pole, Lipa Piotrowska, Bazyliowa",https://www.otodom.pl/pl/oferta/ID49npX,Komfortowe Mieszkanie Dla Rodziny W Cichej Okolicy,SDP,balkon:garaż/miejsce parkingowe,0,1,2
ID4aXXv,448736,7400,60.64,3,0,"Wrocław, Psie Pole, Zakrzów",https://www.otodom.pl/pl/oferta/ID4aXXv,Narożne/balkon/duże przeszklenia/media miejskie,FSK Development,balkon:garaż/miejsce parkingowe:winda,0,2,4
ID4akqO,540000,11739,46.0,2,0,"Wrocław, Krzyki, gen. Kazimierza Pułaskiego",https://www.otodom.pl/pl/oferta/ID4akqO,Top Lokalizacja/Okazja,Nieruchomości Apartament,,0,2,7
ID4a9Oz,435000,9537,45.61,2,1972,"Wrocław, Śródmieście, Biskupin, Stefanii Sempołowskiej",https://www.otodom.pl/pl/oferta/ID4a9Oz,2 pokoje dla rodziny/inwestycje na Biskupinie!,Nieruchomości Apartament,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:lodówka:meble:piekarnik:pralka:balkon:piwnica,0,parter,4
ID4a3Qd,435000,8631,50.4,2,2015,"Wrocław, Fabryczna, Stabłowice, Łomnicka",https://www.otodom.pl/pl/oferta/ID4a3Qd,Słoneczne 2 pokoje z balkonem na Stabłowicach!,Nieruchomości Apartament,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:monitoring / ochrona:winda,0,3,4
ID48vGr,650000,6611,98.32,4,1920,"Wrocław, Stare Miasto, Szczepin, Łęczycka",https://www.otodom.pl/pl/oferta/ID48vGr,Do remontu 4 pokoje z 2 piwnicami na Szczepinie!,Nieruchomości Apartament,telewizja kablowa:internet:telefon:domofon / wideofon:lodówka:meble:piekarnik:kuchenka:pralka:piwnica,0,parter,4
ID49oeG,515000,12262,42.0,2,1930,"Wrocław, Stare Miasto, Kotlarska",https://www.otodom.pl/pl/oferta/ID49oeG,2 pokojowe mieszkanie w Rynku !,Nieruchomości Apartament,piwnica:garaż/miejsce parkingowe,0,1,4
ID4aWpZ,309000,8614,35.87,2,2021,"Wrocław, Krzyki, Jagodno, Krzysztofa Komedy",https://www.otodom.pl/pl/oferta/ID4aWpZ,2-pokojowe/stan deweloperski/Od Zaraz,Nieruchomości Apartament,balkon,0,1,4
ID4aXe9,245000,12250,20.0,1,0,"Wrocław, Stare Miasto, Sądowa",https://www.otodom.pl/pl/oferta/ID4aXe9,Kawalerka w centrum miasta!!!,Nieruchomości Apartament,,0,1,5
ID4aXli,360000,7045,51.1,2,1935,"Wrocław, Krzyki, Tadeusza Kościuszki",https://www.otodom.pl/pl/oferta/ID4aXli,"2-pokojowe mieszkanie w centrum, atrakcyjna cena!!",Nieruchomości Apartament,meble,0,3,5
ID4aXrl,230000,12299,18.7,1,1930,"Wrocław, Fabryczna, Pilczyce, Pilczycka",https://www.otodom.pl/pl/oferta/ID4aXrl,Kawalerka | Niski czynsz! Świetnie skomunikowana!,Nieruchomości Apartament,piwnica,0,parter,3
ID492Ye,388000,8097,47.92,2,1955,"Wrocław, Śródmieście, Plac Grunwaldzki, ul. Nowowiejska",https://www.otodom.pl/pl/oferta/ID492Ye,2 pok._balkon_rozkład_Plac Grunwaldzki,Oferta pośrednika,telewizja kablowa:internet:domofon / wideofon:lodówka:meble:piekarnik:kuchenka:balkon:piwnica:oddzielna kuchnia,0,2,4
ID49H0E,648850,9982,65.0,4,2019,"Wrocław, Psie Pole, Poświętne, ul. Hugona Kowarzyka",https://www.otodom.pl/pl/oferta/ID49H0E,"Piękne, ekskluzywne mieszkanie z 2019 - Poświętne",Oferta prywatna,telewizja kablowa:internet:telefon:domofon / wideofon:klimatyzacja:balkon:garaż/miejsce parkingowe:winda:oddzielna kuchnia,0,2,3
ID4aiVp,478500,8250,58.0,2,1996,"Wrocław, Stare Miasto, Szczepin, ul. Zachodnia",https://www.otodom.pl/pl/oferta/ID4aiVp,Zachodnia 2P+K 58m - dobra inwestycja bezpośrednio,Oferta prywatna,telewizja kablowa:internet:domofon / wideofon:zmywarka:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:balkon:winda:oddzielna kuchnia:taras:pom. użytkowe,0,2,8
ID4aBiZ,440000,8627,51.0,2,1990,"Wrocław, Krzyki, Huby",https://www.otodom.pl/pl/oferta/ID4aBiZ,"KRZYKI, Huby _ 2 pok_ CO.miejskie, Balkon",VERINEX,drzwi / okna antywłamaniowe:domofon / wideofon:balkon:oddzielna kuchnia,0,2,4
ID4aG9j,578000,9797,59.0,3,2011,"Wrocław, Krzyki, Tarnogaj",https://www.otodom.pl/pl/oferta/ID4aG9j,"KRZYKI, Tarnogaj_ 3pok. z 2011 _Balkon_Winda_Garaż",VERINEX,telewizja kablowa:internet:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:meble:balkon:garaż/miejsce parkingowe:winda,0,1,5
ID4aID8,450000,10251,43.9,2,1940,"Wrocław, Śródmieście, Biskupin",https://www.otodom.pl/pl/oferta/ID4aID8,"BISKUPIN - 2 pokojowe_ Dwustronne, Rozkładowe",VERINEX,drzwi / okna antywłamaniowe:domofon / wideofon:meble:kuchenka:balkon:piwnica:oddzielna kuchnia,0,2,3
ID4aMmQ,560000,7735,72.4,3,2001,"Wrocław, Fabryczna, Muchobór Wielki",https://www.otodom.pl/pl/oferta/ID4aMmQ,"Muchobór Wielki_ 3pok z 2001_ TARAS, Garaż, Klima.",VERINEX,telewizja kablowa:internet:drzwi / okna antywłamaniowe:domofon / wideofon:balkon:garaż/miejsce parkingowe:ogródek:pom. użytkowe,0,parter,4
ID4aSLB,379000,7751,48.9,2,1990,"Wrocław, Psie Pole",https://www.otodom.pl/pl/oferta/ID4aSLB,"Litewska przy Parku - 2pok. rozkład, Winda, BALKON",VERINEX,drzwi / okna antywłamaniowe:domofon / wideofon:meble:kuchenka:balkon:piwnica:garaż/miejsce parkingowe:winda,0,3,10
ID4aSLF,599900,5686,105.5,4,2006,"Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4aSLF,Bielany Wrocławskie_ DUŻE 4 pokojowe z 2006,VERINEX,balkon:garaż/miejsce parkingowe:oddzielna kuchnia:taras,0,1,2
ID4azPn,280000,10409,26.9,1,1976,"Wrocław, Stare Miasto, Szczepin",https://www.otodom.pl/pl/oferta/ID4azPn,SZCZEPIN_ mieszkanie GOTOWE z 1976 _ CO.miejskie,VERINEX,telewizja kablowa:internet:drzwi / okna antywłamaniowe:domofon / wideofon:meble:kuchenka,0,4,4
ID4aKO1,389000,7890,49.3,2,1968,"Wrocław, Stare Miasto",https://www.otodom.pl/pl/oferta/ID4aKO1,Stare Miasto_2pok_ROZKŁAD_ BALKON_ ok. Pl.Legionów,VERINEX,drzwi / okna antywłamaniowe:domofon / wideofon:meble:kuchenka:balkon:piwnica:oddzielna kuchnia,0,4,4
ID4aP82,378000,7412,51.0,2,0,"Wrocław, Fabryczna, Kozanów, ul. Dzielna",https://www.otodom.pl/pl/oferta/ID4aP82,Mieszkanie dwupokojowe ul. Dzielna,Oferta prywatna,telewizja kablowa:internet:telefon:domofon / wideofon:lodówka:meble:piekarnik:kuchenka:telewizor:pralka:balkon:piwnica:winda:oddzielna kuchnia:pom. użytkowe,0,3,7
ID4aXTQ,433000,8348,51.87,2,1890,"Wrocław, Nadodrze",https://www.otodom.pl/pl/oferta/ID4aXTQ,pl. Staszica,Dobra Inwestycja,oddzielna kuchnia,0,3,5
ID4aXTP,420000,8400,50.0,2,2007,"Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4aXTP,"Mieszkanie, 50 m², Wrocław",RENOMAHOME,balkon,0,2,2
ID4aCPY,832000,11548,72.05,4,2016,"Wrocław, Krzyki, Wojszyce, Wierzyńskiego Kazimierza",https://www.otodom.pl/pl/oferta/ID4aCPY,Szereg na południu Wrocławia/ kameralna zabudowa /,SDP,telewizja kablowa:internet:ogródek,0,parter,2
ID49B9b,479000,8862,54.05,2,2005,"Wrzosowa, Smolec, wrocławski, dolnośląskie",https://www.otodom.pl/pl/oferta/ID49B9b,Piękne i zadbane mieszkanie z ogrodem w Smolcu,SDP,teren zamknięty:domofon / wideofon:balkon:ogródek,0,parter,2
ID49l8I,399999,12912,30.98,1,2017,"Wrocław, Śródmieście, Ołbin, ok. Pl. Bema",https://www.otodom.pl/pl/oferta/ID49l8I,Gotowa kawalerka w centrum/ super inwestycja,SDP,domofon / wideofon:winda,0,4,6
ID4aXTN,349000,8116,43.0,2,0,"Wrocław, dolnośląskie",https://www.otodom.pl/pl/oferta/ID4aXTN,Stylowe Kościuszki/43m2/Okazja,RENOMAHOME,,0,3,0
ID49Pjo,759000,8459,89.73,3,2015,"Wrocław, Krzyki, Jagodno",https://www.otodom.pl/pl/oferta/ID49Pjo,zabudowa szeregowa/ogród/ garaż/ wyłączność,Nowe Lokum,internet:domofon / wideofon:rolety antywłamaniowe:zmywarka:lodówka:piekarnik:kuchenka:garaż/miejsce parkingowe:ogródek:taras:pom. użytkowe,0,parter,1
ID4aXSQ,349000,10175,34.3,2,1980,"Wrocław, Fabryczna, Gądów Mały, Na Ostatnim Groszu",https://www.otodom.pl/pl/oferta/ID4aXSQ,Przestronne z potencjałem 2 pok z balkonem Gądów.,Royal Home,telewizja kablowa:internet:telefon:domofon / wideofon:meble:balkon:piwnica:winda:oddzielna kuchnia,0,1,10
ID4aXSM,459000,9367,49.0,3,1980,"Wrocław, Fabryczna, Grabiszyn, Grabiszyńska",https://www.otodom.pl/pl/oferta/ID4aXSM,Pod klucz • klima • balkon • lokalizacja Top,NIERUCHOMOŚCI IZABELA,telewizja kablowa:internet:telefon:domofon / wideofon:balkon:piwnica:winda,0,5,10
ID4aJ5v,588000,10500,56.0,3,2012,"Wrocław, Krzyki, Klecina",https://www.otodom.pl/pl/oferta/ID4aJ5v,Mieszkanie Krzyki/Klecina - blisko parku,Oferta prywatna,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:teren zamknięty:domofon / wideofon:monitoring / ochrona:zmywarka:lodówka:meble:piekarnik:kuchenka:pralka:balkon:piwnica:garaż/miejsce parkingowe,0,1,2
ID4aXRl,458000,8724,52.5,2,1989,"Wrocław, Krzyki, Gaj, Świeradowska",https://www.otodom.pl/pl/oferta/ID4aXRl,"Do odświeżenia, rozkładowe 2 pok balkon na Gaju.",Royal Home,telewizja kablowa:internet:telefon:drzwi / okna antywłamaniowe:domofon / wideofon:meble:balkon:piwnica:winda:oddzielna kuchnia,0,7,10
